sk,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,speed
414.8515700566739,-62.208,-34.233000000000004,-72.8368,169.24699999999996,-154.2369,133.45999999999998,-59.23309999999999,-238.90090000000004,15.287000000000006,-250.05850000000004,-31.42909999999999,-409.62170000000003,-46.4303,-526.547,-62.1864,-675.2180000000001,-83.30779999999999,-744.2909999999999,-140.5796,-814.156,1.4062628010439564
533.4278206694073,-81.40010000000001,-35.78699999999998,72.8368,-169.24699999999996,10.628799999999998,-203.47999999999996,13.603700000000003,-408.1479,88.1238,-419.3055,41.407700000000006,-578.8687,26.406499999999994,-695.794,10.650399999999998,-844.4649999999999,-10.470999999999997,-913.538,-67.7428,-983.403,1.2893713970086413
515.5545992056998,81.40010000000001,35.78699999999998,92.0289,-167.69299999999998,154.2369,-133.45999999999998,95.00380000000001,-372.3609,169.5239,-383.5185,122.80780000000001,-543.0817,107.8066,-660.0070000000001,92.0505,-808.678,70.9291,-877.751,13.657300000000003,-947.616,0.9191680100264569
337.38942143454534,-74.5201,11.157600000000002,-46.7161,-159.5632,-77.495,215.82550000000003,-15.287000000000006,250.05850000000004,-61.71730000000001,-276.4885,-169.5239,383.5185,-88.1238,419.3055,-77.4734,-425.1595,-98.59479999999999,-494.23249999999996,-155.8666,-564.0975,1.09573946847962
567.4286674670673,59.061,70.74099999999999,82.1713,137.85299999999995,99.45949999999999,285.359,114.7487,402.21169999999995,86.7299,573.2701,159.87820000000002,561.867,84.7039,778.316,144.4932,810.049,-5.980699999999995,947.169,76.2918,981.3309999999999,1.0101810709452033
496.41530466094736,23.1103,67.11199999999997,-59.061,-70.74099999999999,40.3985,214.618,55.68770000000001,331.47069999999997,100.81720000000001,491.126,27.668900000000004,502.52909999999997,25.6429,707.575,85.43220000000001,739.308,-65.04169999999999,876.428,17.2308,910.5899999999999,0.711846260435498
448.60038084693923,-23.1103,-67.11199999999997,17.288199999999996,147.50600000000003,-82.1713,-137.85299999999995,32.577400000000004,264.3587,77.70690000000002,424.014,4.5586000000000055,435.4171,2.532600000000002,640.463,62.32190000000001,672.196,-88.15199999999999,809.316,-5.8795,843.4780000000001,0.8755226059902776
374.4482133059409,15.289200000000008,116.8527,-17.288199999999996,-147.50600000000003,-40.3985,-214.618,60.418700000000015,276.508,-12.72959999999999,287.9111,-99.45949999999999,-285.359,-14.755599999999994,492.957,45.03370000000001,524.69,-105.44019999999999,661.81,-23.167699999999996,695.972,1.0581260701901243
340.2620186606584,-15.289200000000008,-116.8527,45.12950000000001,159.6553,-28.0188,171.0584,-32.577400000000004,-264.3587,-55.68770000000001,-331.47069999999997,-30.044800000000002,376.10429999999997,29.744500000000002,407.8373,-114.7487,-402.21169999999995,-120.7294,544.9573,-38.456900000000005,579.1193,1.0755497969094685
329.6281643566076,73.1483,-11.403099999999995,28.0188,-171.0584,-2.0260000000000034,205.04590000000002,57.7633,236.77890000000002,12.72959999999999,-287.9111,-92.7106,373.8989,-10.438100000000006,408.0609,-4.5586000000000055,-435.4171,-27.668900000000004,-502.52909999999997,-86.7299,-573.2701,1.0173589958633091
389.86285934802873,59.789300000000004,31.733000000000004,-90.68459999999999,168.853,-8.412100000000002,203.015,2.0260000000000034,-205.04590000000002,75.17430000000002,-216.449,30.044800000000002,-376.10429999999997,14.755599999999994,-492.957,-2.532600000000002,-640.463,-25.6429,-707.575,-84.7039,-778.316,0.9887802365662479
412.5690882981097,-59.789300000000004,-31.733000000000004,-68.2014,171.28199999999998,-150.47390000000001,137.12,-57.7633,-236.77890000000002,15.385000000000005,-248.18200000000002,-29.744500000000002,-407.8373,-45.03370000000001,-524.69,-62.32190000000001,-672.196,-85.43220000000001,-739.308,-144.4932,-810.049,1.3535774939027343
532.7834601413219,-82.2725,-34.16199999999998,68.2014,-171.28199999999998,8.412100000000002,-203.015,10.438100000000006,-408.0609,83.58640000000001,-419.464,38.456900000000005,-579.1193,23.167699999999996,-695.972,5.8795,-843.4780000000001,-17.2308,-910.5899999999999,-76.2918,-981.3309999999999,1.2028698415107084
515.7486962198952,82.2725,34.16199999999998,90.68459999999999,-168.853,150.47390000000001,-137.12,92.7106,-373.8989,165.8589,-385.302,120.7294,-544.9573,105.44019999999999,-661.81,88.15199999999999,-809.316,65.04169999999999,-876.428,5.980699999999995,-947.169,0.9084832264824699
336.4573461616236,-73.1483,11.403099999999995,-45.12950000000001,-159.6553,-75.17430000000002,216.449,-15.385000000000005,248.18200000000002,-60.418700000000015,-276.508,-165.8589,385.302,-83.58640000000001,419.464,-77.70690000000002,-424.014,-100.81720000000001,-491.126,-159.87820000000002,-561.867,1.0530908321697603
566.749041571454,61.22,71.38900000000001,85.19149999999999,136.99100000000004,104.86089999999999,282.61300000000006,120.43709999999999,399.9309,92.5763,570.8013,163.79250000000002,559.3609,90.9764,776.701,149.0735,806.975,1.6355999999999966,946.251,84.9455,979.337,0.9979026208523596
494.4341029702502,23.9715,65.60200000000003,-61.22,-71.38900000000001,43.640899999999995,211.22400000000002,59.217099999999995,328.5419,102.57250000000002,487.9719,31.356299999999997,499.4123,29.7564,705.312,87.8535,735.586,-59.5844,874.8620000000001,23.725499999999997,907.948,0.6871094830258152
447.5561854706949,-23.9715,-65.60200000000003,19.669399999999996,145.62199999999999,-85.19149999999999,-136.99100000000004,35.245599999999996,262.93989999999997,78.60100000000001,422.3699,7.3847999999999985,433.8103,5.7849,639.71,63.882000000000005,669.9839999999999,-83.55590000000001,809.26,-0.24600000000000222,842.346,0.8411718456153817
374.29519664444564,15.5762,117.3179,-19.669399999999996,-145.62199999999999,-43.640899999999995,-211.22400000000002,58.93160000000002,276.74789999999996,-12.284599999999998,288.18829999999997,-104.86089999999999,-282.61300000000006,-13.884499999999996,494.08799999999997,44.21260000000001,524.362,-103.2253,663.638,-19.915399999999998,696.7239999999999,1.1059588096199597
339.9044143425237,-15.5762,-117.3179,43.35540000000002,159.43,-27.860799999999998,170.8704,-35.245599999999996,-262.93989999999997,-59.217099999999995,-328.5419,-29.460699999999996,376.7701,28.63640000000001,407.0441,-120.43709999999999,-399.9309,-118.8015,546.3201,-35.4916,579.4060999999999,1.0381409729319038
328.989153019218,71.21620000000001,-11.440399999999997,27.860799999999998,-170.8704,-1.599899999999998,205.8997,56.49720000000001,236.1737,12.284599999999998,-288.18829999999997,-90.94069999999999,375.4497,-7.630800000000001,408.53569999999996,-7.3847999999999985,-433.8103,-31.356299999999997,-499.4123,-92.5763,-570.8013,1.071990990409901
389.48948485413524,58.097100000000005,30.274,-89.3408,169.55,-6.030900000000003,202.63599999999997,1.599899999999998,-205.8997,72.8161,-217.3401,29.460699999999996,-376.7701,13.884499999999996,-494.08799999999997,-5.7849,-639.71,-29.7564,-705.312,-90.9764,-776.701,0.9537543075153048
411.1862664277604,-58.097100000000005,-30.274,-64.12800000000001,172.36199999999997,-147.4379,139.276,-56.49720000000001,-236.1737,14.719000000000008,-247.6141,-28.63640000000001,-407.0441,-44.21260000000001,-524.362,-63.882000000000005,-669.9839999999999,-87.8535,-735.586,-149.0735,-806.975,1.152420245570165
532.33092918778,-83.3099,-33.085999999999956,64.12800000000001,-172.36199999999997,6.030900000000003,-202.63599999999997,7.630800000000001,-408.53569999999996,78.84700000000001,-419.9761,35.4916,-579.4060999999999,19.915399999999998,-696.7239999999999,0.24600000000000222,-842.346,-23.725499999999997,-907.948,-84.9455,-979.337,1.16818136191946
515.7321092040991,83.3099,33.085999999999956,89.3408,-169.55,147.4379,-139.276,90.94069999999999,-375.4497,162.1569,-386.8901,118.8015,-546.3201,103.2253,-663.638,83.55590000000001,-809.26,59.5844,-874.8620000000001,-1.6355999999999966,-946.251,0.9344821470739809
335.5484424677824,-71.21620000000001,11.440399999999997,-43.35540000000002,-159.43,-72.8161,217.3401,-14.719000000000008,247.6141,-58.93160000000002,-276.74789999999996,-162.1569,386.8901,-78.84700000000001,419.9761,-78.60100000000001,-422.3699,-102.57250000000002,-487.9719,-163.79250000000002,-559.3609,1.0684167433805973
565.8062216533635,63.3113,71.19,88.3257,135.548,110.6465,279.306,125.88999999999999,397.23429999999996,98.7205,567.3449,167.6687,556.5816,97.51480000000001,775.12,154.6187,804.5160000000001,9.0232,944.8779999999999,93.9658,976.8199999999999,0.9693672174692091
492.89154453036736,25.0144,64.358,-63.3113,-71.19,47.3352,208.11599999999999,62.5787,326.0443,104.35740000000001,485.3916,35.4092,496.1549,34.203500000000005,703.9300000000001,91.3074,733.326,-54.2881,873.688,30.654500000000002,905.63,0.7629540536205301
446.742944738224,-25.0144,-64.358,22.3208,143.75799999999998,-88.3257,-135.548,37.564299999999996,261.68629999999996,79.34300000000002,421.0336,10.394800000000004,431.7969,9.189100000000003,639.572,66.293,668.9680000000001,-79.3025,809.3299999999999,5.640100000000004,841.2719999999999,0.871498204243707
374.3643272965645,15.243499999999997,117.92830000000001,-22.3208,-143.75799999999998,-47.3352,-208.11599999999999,57.02220000000001,277.2756,-11.925999999999995,288.0389,-110.6465,-279.306,-13.131699999999995,495.814,43.9722,525.21,-101.6233,665.572,-16.680699999999995,697.514,1.142428465303631
339.66607396823656,-15.243499999999997,-117.92830000000001,41.778700000000015,159.34730000000002,-27.169499999999992,170.1106,-37.564299999999996,-261.68629999999996,-62.5787,-326.0443,-28.375199999999992,377.88570000000004,28.728700000000003,407.2817,-125.88999999999999,-397.23429999999996,-116.8668,547.6437,-31.924199999999992,579.5857,1.0388035166671339
328.453712194262,68.94820000000001,-10.763300000000001,27.169499999999992,-170.1106,-1.2057000000000002,207.7751,55.898199999999996,237.17110000000002,11.925999999999995,-288.0389,-89.6973,377.5331,-4.7547,409.4751,-10.394800000000004,-431.7969,-35.4092,-496.1549,-98.7205,-567.3449,1.1755942849537844
389.52622544502935,57.103899999999996,29.396000000000015,-88.4916,169.75799999999998,-3.5489999999999995,201.7,1.2057000000000002,-207.7751,70.15390000000001,-218.53840000000002,28.375199999999992,-377.88570000000004,13.131699999999995,-495.814,-9.189100000000003,-639.572,-34.203500000000005,-703.9300000000001,-97.51480000000001,-775.12,0.9007791321206324
410.68905519153094,-57.103899999999996,-29.396000000000015,-60.652899999999995,172.30399999999997,-145.5955,140.36199999999997,-55.898199999999996,-237.17110000000002,13.050000000000011,-247.93440000000004,-28.728700000000003,-407.2817,-43.9722,-525.21,-66.293,-668.9680000000001,-91.3074,-733.326,-154.6187,-804.5160000000001,1.0027793440233972
531.8250322890783,-84.9426,-31.942000000000007,60.652899999999995,-172.30399999999997,3.5489999999999995,-201.7,4.7547,-409.4751,73.7029,-420.2384,31.924199999999992,-579.5857,16.680699999999995,-697.514,-5.640100000000004,-841.2719999999999,-30.654500000000002,-905.63,-93.9658,-976.8199999999999,1.2142334811789675
515.8681713587805,84.9426,31.942000000000007,88.4916,-169.75799999999998,145.5955,-140.36199999999997,89.6973,-377.5331,158.6455,-388.2964,116.8668,-547.6437,101.6233,-665.572,79.3025,-809.3299999999999,54.2881,-873.688,-9.0232,-944.8779999999999,0.9229170333762443
334.77180316635776,-68.94820000000001,10.763300000000001,-41.778700000000015,-159.34730000000002,-70.15390000000001,218.53840000000002,-13.050000000000011,247.93440000000004,-57.02220000000001,-277.2756,-158.6455,388.2964,-73.7029,420.2384,-79.34300000000002,-421.0336,-104.35740000000001,-485.3916,-167.6687,-556.5816,1.0553169583703281
564.5678487880441,65.5132,70.32499999999999,91.33510000000001,134.053,116.45429999999999,275.889,131.3149,394.801,104.8766,563.2914,171.4313,553.4048,104.20830000000001,772.179,160.8223,801.6600000000001,16.5334,943.5160000000001,103.4696,973.553,0.9423522780446816
491.58542789468504,25.821900000000003,63.72800000000001,-65.5132,-70.32499999999999,50.94109999999999,205.56400000000002,65.8017,324.476,39.3634,492.9664,105.9181,483.07980000000003,38.6951,701.854,95.3091,731.335,-48.9798,873.191,37.9564,903.2280000000001,0.7928952207599704
445.7162966436896,-25.821900000000003,-63.72800000000001,25.119199999999992,141.836,-91.33510000000001,-134.053,39.9798,260.748,80.0962,419.3518,13.5415,429.2384,12.873199999999997,638.126,69.4872,667.607,-74.80170000000001,809.463,12.134499999999996,839.5,0.824517334144044
374.25950910395926,14.860600000000005,118.91199999999999,-25.119199999999992,-141.836,-50.94109999999999,-205.56400000000002,54.977000000000004,277.5158,-11.577699999999993,287.4024,-116.45429999999999,-275.889,-12.245999999999995,496.28999999999996,44.36800000000001,525.771,-99.92089999999999,667.627,-12.984699999999997,697.664,1.0866933264099818
339.12212035763366,-14.860600000000005,-118.91199999999999,40.1164,158.6038,-26.438299999999998,168.4904,-39.9798,-260.748,-65.8017,-324.476,-27.1066,377.378,29.507400000000004,406.85900000000004,-131.3149,-394.801,-114.7815,548.715,-27.8453,578.752,0.923182471653355
327.678278190796,66.5547,-9.886600000000001,26.438299999999998,-168.4904,-0.6683000000000021,208.88759999999996,55.9457,238.36860000000001,11.577699999999993,-287.4024,-88.3432,380.2246,-1.4070000000000036,410.2616,-13.5415,-429.2384,-39.3634,-492.9664,-104.8766,-563.2914,1.1959512765995102
389.05753981771136,56.614000000000004,29.48100000000005,-87.67490000000001,171.33700000000005,-0.7387000000000015,201.37400000000002,0.6683000000000021,-208.88759999999996,67.223,-218.77419999999998,27.1066,-377.378,12.245999999999995,-496.28999999999996,-12.873199999999997,-638.126,-38.6951,-701.854,-104.20830000000001,-772.179,1.0417747393827568
410.2640983974646,-56.614000000000004,-29.48100000000005,-57.352700000000006,171.89299999999997,-144.2889,141.856,-55.9457,-238.36860000000001,10.608999999999995,-248.25520000000003,-29.507400000000004,-406.85900000000004,-44.36800000000001,-525.771,-69.4872,-667.607,-95.3091,-731.335,-160.8223,-801.6600000000001,1.0093169809331455
531.0291285378855,-86.9362,-30.036999999999978,57.352700000000006,-171.89299999999997,0.7387000000000015,-201.37400000000002,1.4070000000000036,-410.2616,67.96170000000001,-420.1482,27.8453,-578.752,12.984699999999997,-697.664,-12.134499999999996,-839.5,-37.9564,-903.2280000000001,-103.4696,-973.553,1.2871222434190153
516.3669248377811,86.9362,30.036999999999978,87.67490000000001,-171.33700000000005,144.2889,-141.856,88.3432,-380.2246,154.8979,-390.1112,114.7815,-548.715,99.92089999999999,-667.627,74.80170000000001,-809.463,48.9798,-873.191,-16.5334,-943.5160000000001,0.8584979472171105
333.73277663309415,-66.5547,9.886600000000001,-40.1164,-158.6038,-67.223,218.77419999999998,-10.608999999999995,248.25520000000003,-54.977000000000004,-277.5158,-154.8979,390.1112,-67.96170000000001,420.1482,-80.0962,-419.3518,-105.9181,-483.07980000000003,-171.4313,-553.4048,1.052946558066457
562.9036563880621,68.084,68.779,94.0073,132.197,122.2091,272.038,136.2924,391.403,110.8104,559.3501,175.2416,549.5173,110.8642,768.443,167.5406,797.9069999999999,24.6563,942.085,113.47710000000001,969.6279999999999,0.93780396812127
490.3579348997717,25.9233,63.418000000000006,-68.084,-68.779,54.1251,203.25900000000001,68.2084,322.624,42.7264,490.5711,107.15760000000002,480.7383,42.780199999999994,699.664,99.45660000000001,729.1279999999999,-43.4277,873.306,45.393100000000004,900.8489999999999,0.818937790067108
444.53886296330813,-25.9233,-63.418000000000006,28.2018,139.841,-94.0073,-132.197,42.28509999999999,259.206,81.23430000000002,417.3203,16.8031,427.1531,16.856899999999996,636.246,73.5333,665.71,-69.351,809.8879999999999,19.4698,837.431,0.8550199550045596
374.05684681099746,14.083299999999994,119.365,-28.2018,-139.841,-54.1251,-203.25900000000001,53.03250000000001,277.47929999999997,-11.398699999999998,287.3121,-122.2091,-272.038,-11.344900000000003,496.405,45.331500000000005,525.8689999999999,-97.55279999999999,670.047,-8.732,697.5899999999999,1.0871785163440273
338.5903097336859,-14.083299999999994,-119.365,38.94920000000002,158.1143,-25.481999999999992,167.94709999999998,-42.28509999999999,-259.206,-68.2084,-322.624,-25.428199999999997,377.03999999999996,31.24820000000001,406.50399999999996,-136.2924,-391.403,-111.6361,550.682,-22.815299999999993,578.225,1.0095928626055155
326.9617554824566,64.43120000000002,-9.832799999999999,25.481999999999992,-167.94709999999998,0.05379999999999541,209.0929,56.7302,238.55689999999998,11.398699999999998,-287.3121,-86.1541,382.7349,2.6666999999999987,410.2779,-16.8031,-427.1531,-42.7264,-490.5711,-110.8104,-559.3501,1.1047021250201352
388.4501670682443,56.67640000000001,29.464,-86.2079,173.642,2.6129000000000033,201.185,-0.05379999999999541,-209.0929,64.37740000000002,-218.92569999999998,25.428199999999997,-377.03999999999996,11.344900000000003,-496.405,-16.856899999999996,-636.246,-42.780199999999994,-699.664,-110.8642,-768.443,1.092732237547697
409.7080593775474,-56.67640000000001,-29.464,-54.063500000000005,171.721,-142.8843,144.178,-56.7302,-238.55689999999998,7.701000000000008,-248.38969999999998,-31.24820000000001,-406.50399999999996,-45.331500000000005,-525.8689999999999,-73.5333,-665.71,-99.45660000000001,-729.1279999999999,-167.5406,-797.9069999999999,1.0977102801741518
530.1353443410011,-88.82079999999999,-27.543000000000006,54.063500000000005,-171.721,-2.6129000000000033,-201.185,-2.6666999999999987,-410.2779,61.76450000000001,-420.1107,22.815299999999993,-578.225,8.732,-697.5899999999999,-19.4698,-837.431,-45.393100000000004,-900.8489999999999,-113.47710000000001,-969.6279999999999,1.3476071977486632
517.1252978118007,88.82079999999999,27.543000000000006,86.2079,-173.642,142.8843,-144.178,86.1541,-382.7349,150.58530000000002,-392.5677,111.6361,-550.682,97.55279999999999,-670.047,69.351,-809.8879999999999,43.4277,-873.306,-24.6563,-942.085,0.8476653129720536
332.67817349276527,-64.43120000000002,9.832799999999999,-38.94920000000002,-158.1143,-64.37740000000002,218.92569999999998,-7.701000000000008,248.38969999999998,-53.03250000000001,-277.47929999999997,-150.58530000000002,392.5677,-61.76450000000001,420.1107,-81.23430000000002,-417.3203,-107.15760000000002,-480.7383,-175.2416,-549.5173,1.1067829416827857
583.6018139991817,91.28999999999999,155.8,163.8425,112.32600000000002,110.36240000000001,328.64300000000003,179.5815,305.766,182.0565,469.601,98.3857,521.758,150.3655,788.0540000000001,73.55760000000001,899.818,-0.9226000000000028,976.5360000000001,43.61773,1038.3609999999999,1.0144528724391328
439.47503460366204,72.5525,-43.47399999999999,19.072400000000002,172.84300000000002,88.2915,149.966,-91.28999999999999,-155.8,90.7665,313.801,7.095700000000001,365.958,59.075500000000005,632.254,-17.7324,744.018,-92.21260000000001,820.736,-47.67227,882.5609999999999,0.9676613809055306
357.16706274060283,69.2191,-22.87700000000001,71.69409999999999,140.958,-19.072400000000002,-172.84300000000002,-11.976700000000001,193.11499999999998,53.48009999999999,-216.317,-110.36240000000001,-328.64300000000003,40.0031,459.411,-36.8048,571.175,-111.285,647.893,-66.74467,709.718,0.9039593369969693
371.6560788924903,-69.2191,22.87700000000001,2.4749999999999943,163.835,-88.2915,-149.966,-15.739000000000004,-193.44,-81.19579999999999,215.992,-179.5815,-305.766,-29.215999999999994,482.288,-106.0239,594.052,-180.5041,670.77,-135.96377,732.595,1.1062333352417122
